	문서번호	문장번호	수집일	채널	문장	URL	회사명	연관어
8482	DN000000010663869064_13	DN000000010663869064	20230110	언론	김동민 이마트 신선 담당은 “건강한 삶을 지향하고 환경을 우선하는 ‘가치소비’가 확대되면서 이마트 선물세트에도 친환경 포장재 도입을 확대했다” 며, “앞으로도 이마트는 환경적, 사회적 가치를 중시하는 가치소비 활동에 동참할 것”이라고 밝혔다.	http://www.sentv.co.kr/news/view/642632	이마트	소비,친환경,확대,환경
8483	DN000000010663906684_24	DN000000010663906684	20230110	언론	김동민 이마트 신선 담당은 “건강한 삶을 지향하고 환경을 우선하는 ‘가치소비’가 확대되면서 이마트 선물세트에도 친환경 포장재 도입을 확대했다”며 “앞으로도 이마트는 환경적, 사회적 가치를 중시하는 가치소비 활동에 동참할 것”이라고 밝혔다.	https://www.dailian.co.kr/news/view/1191455/	이마트	소비,친환경,확대,환경
8487	DN000000010664013576_3	DN000000010664013576	20230110	언론	"이마트 김동민 신선 담당은""건강한 삶을 지향하고 환경을 우선하는'가치소비'가 확대되면서 이마트 선물세트에도 친환경 포장재 도입을 확대했다"	http://www.econonews.co.kr/news/articleView.html?idxno=272983	이마트	소비,친환경,확대,환경
8489	DN000000010664043227_17	DN000000010664043227	20230110	언론	이마트 김동민 신선 담당은 “건강한 삶을 지향하고 환경을 우선하는 ‘가치소비’가 확대되면서 이마트 선물세트에도 친환경 포장재 도입을 확대했다” 며, “앞으로도 이마트는 환경적, 사회적 가치를 중시하는 가치소비 활동에 동참할 것”이라고 밝혔다.	http://www.nspna.com/photo/?mode=view&newsid=614627	이마트	소비,친환경,확대,환경
8490	DN000000010664092920_24	DN000000010664092920	20230110	언론	이마트 김동민 신선 담당은 “건강한 삶을 지향하고 환경을 우선하는 ‘가치소비’가 확대되면서 이마트 선물세트에도 친환경 포장재 도입을 확대했다” 며, “앞으로도 이마트는 환경적, 사회적 가치를 중시하는 가치소비 활동에 동참할 것”이라고 밝혔습니다.	http://www.paxetv.com/news/articleView.html?idxno=164379	이마트	소비,친환경,확대,환경
8491	DN000000010664099125_20	DN000000010664099125	20230110	언론	"이마트 김동민 신선 담당은 ""건강한 삶을 지향하고 환경을 우선하는 '가치소비'가 확대되면서 이마트 선물세트에도 친환경 포장재 도입을 확대했다""며 ""앞으로도 이마트는 환경적, 사회적 가치를 중시하는 가치소비 활동에 동참할 것""이라고 밝혔다."	http://news.zum.com/articles/80623049	이마트	소비,친환경,확대,환경
8495	DN000000010664192557_18	DN000000010664192557	20230110	언론	김동민 이마트 김동민 신선 담당은 “건강한 삶을 지향하고 환경을 우선하는 ‘가치소비’가 확대되면서 이마트 선물세트에도 친환경 포장재 도입을 확대했다”며 “앞으로도 이마트는 환경적, 사회적 가치를 중시하는 가치소비 활동에 동참할 것”이라고 밝혔다.	https://n.news.naver.com/mnews/article/011/0004143201?rc=N&ntype=RANKING&sid=001	이마트	소비,친환경,확대,환경
8500	DN000000010664218697_22	DN000000010664218697	20230110	언론	김동민 이마트 신선 담당은 “건강한 삶을 지향하고 환경을 우선하는 ‘가치소비’가 확대되면서 이마트 선물세트에도 친환경 포장재 도입을 확대했다”며 “앞으로도 이마트는 환경적, 사회적 가치를 중시하는 가치소비 활동에 동참할 것”이라고 말했다.	http://www.srtimes.kr/news/articleView.html?idxno=127495	이마트	소비,친환경,확대,환경
8501	DN000000010664219104_13	DN000000010664219104	20230110	언론	이마트 김동민 신선 담당은 “건강한 삶을 지향하고 환경을 우선하는 ‘가치소비’가 확대되면서 이마트 선물세트에도 친환경 포장재 도입을 확대했다” 며, “앞으로도 환경적, 사회적 가치를 중시하는 가치소비 활동에 동참할 것”이라고 밝혔다.	http://www.nextdaily.co.kr/news/articleView.html?idxno=214261	이마트	소비,친환경,확대,환경
8506	DN000000010664850728_13	DN000000010664850728	20230110	언론	"김동민 이마트 신선 담당은 ""건강한 삶을 지향하고 환경을 우선하는 ‘가치소비’가 확대되면서 이마트 선물세트에도 친환경 포장재 도입을 확대했다""며 ""앞으로도 이마트는 환경적, 사회적 가치를 중시하는 가치소비 활동에 동참할 것""이라고 밝혔다."	http://www.ekn.kr/web/view.php?key=20230110010002156	이마트	소비,친환경,확대,환경
8508	DN000000010665241942_8	DN000000010665241942	20230110	언론	"이마트 관계자는 ""건강한 삶을 지향하고 환경을 우선하는 '가치소비'가 확대되면서 이마트 선물세트에도 친환경 포장재 도입을 확대했다"" 며 ""앞으로도 이마트는 환경적, 사회적 가치를 중시하는 가치소비 활동에 동참할 것""이라고 밝혔다."	http://news.zum.com/articles/80636728	이마트	소비,친환경,확대,환경
8512	DN000000010665572212_18	DN000000010665572212	20230110	언론	김동민 이마트 신선 담당은 “건강한 삶을 지향하고 환경을 우선하는 ‘가치소비’가 확대되면서 이마트 선물세트에도 친환경 포장재 도입을 확대했다” 며, “앞으로도 이마트는 환경적, 사회적 가치를 중시하는 가치소비 활동에 동참할 것”이라고 전했다.	http://www.ejanews.co.kr/news/articleView.html?idxno=310649	이마트	소비,친환경,확대,환경
8513	DN000000010665625926_21	DN000000010665625926	20230110	언론	김동민 이마트 신선 담당은 “건강한 삶을 지향하고 환경을 우선하는 가치 소비가 확대됨에 따라 선물 세트에 친환경 포장재 도입을 확대했다”고 말했다.	https://n.news.naver.com/mnews/article/025/0003252386?rc=N&ntype=RANKING&sid=001	이마트	소비,친환경,확대,환경
8514	DN000000010665626864_17	DN000000010665626864	20230110	언론	이마트 김동민 신선 담당은 “건강한 삶을 지향하고 환경을 우선하는 ‘가치소비’가 확대되면서 이마트 선물세트에도 친환경 포장재 도입을 확대했다”며, “앞으로도 이마트는 환경적, 사회적 가치를 중시하는 가치소비 활동에 동참할 것”이라고 밝혔다.	https://www.ekoreanews.co.kr/news/articleView.html?idxno=64778	이마트	소비,친환경,확대,환경
8523	DN000000010664224903_1	DN000000010664224903	20230110	언론	"이마트, '친환경 가치소비'선도…한우·굴비세트 포장 종이로\n© 이마트
 
[베타뉴스=곽정일 기자] 이마트가 올 설 선물세트에 친환경 요소를 확대해 고객들에게 눈길을 끌고 있다."	http://www.betanews.net/article/1384196	이마트	소비,친환경,확대,포장,친환경 포장,종이
8524	DN000000010664152591_1	DN000000010664152591	20230110	언론	이마트, 한우·굴비세트 포장 스티로폼 빼고 종이로...가치소비에 화답\n이마트가 올 설 선물세트에 친환경 요소를 확대, 고객들에게 좋은 반응을 이끌어내고 있다.	http://www.bapsangnews.com/article/63bbc717c7734211e453c2f5	이마트	소비,친환경,확대,포장,종이
8525	DN000000010665904985_2	DN000000010665904985	20230110	언론	소비자들의 가치소비 성향을 겨냥한 대형 유통업체들의 친환경 마케팅이 앞으로도 이어질 것으로 보인다.	https://n.news.naver.com/mnews/article/029/0002777912?rc=N&ntype=RANKING&sid=001	이마트	소비,친환경,소비자
8527	DN000000010664138472_1	DN000000010664138472	20230110	언론	"이마트, 설 선물세트 '스티로폼 제로'…가치소비 동참\n인기 상품 포장재·아이스팩 친환경 소재로 교체 


친환경 포장재 사용한 '조선호텔 경주천년 한우1등급 구이세트 1호'[이미지=이마트]



이마트가 올해 설 선물세트의 친환경 요소를 확대하며 가치소비에 동참하고 있다."	http://www.shinailbo.co.kr/news/articleView.html?idxno=1647654	이마트	소비,친환경,교체,확대,아이스팩,친환경 소재,사용,소재,1등급
8528	DN000000010665626864_1	DN000000010665626864	20230110	언론	"가치소비시대, 친환경 포장재로 환경도 살리고 매출도↑\n친환경 포장재를 사용한 설 축산 선물세트. 사진=이마트



[이코리아] 친환경 등 가치소비가 주요 소비 트렌트로 자리 잡으면서 제조·유통업계가 고객의 의견을 반영한 친환경 경영을 강화하고 있다."	https://www.ekoreanews.co.kr/news/articleView.html?idxno=64778	이마트	소비,친환경,경영,사용,환경
8529	CF000000010665132029_8	CF000000010665132029	20230110	카페	가치 소비 트렌드에 친환경 포장재 선물 세트에 대한 수요도 증가했다.	https://cafe.naver.com/haesuncity/6621	이마트	소비,친환경
9054	DN000000010664493205_7	DN000000010664493205	20230110	언론	또 축산 선물 세트에 들어가는 아이스팩은 물과 전분을 사용한 친환경 제품으로 교체하고, 과일 선물 세트에는 부직포 대신 분리 수거 할 수 있게 실과 종이로 만든 가방을 사용했다.	https://n.news.naver.com/mnews/article/021/0002550794?rc=N&ntype=RANKING&sid=001	이마트	교체,아이스팩,친환경 제품으로 교체,사용,종이
10191	DN000000010667140643_1	DN000000010667140643	20230111	언론	"이마트에브리데이, '자연주의' 단독매장 확대…'오아시스' 경쟁\n친환경·유기농 전문…숍인숍에서 로드점 확대
ⓒ News1 윤주희 디자이너
  (서울=뉴스1) 한지명 기자 = 이마트에브리데이가 친환경·유기농 식품 전문 브랜드 '자연주의' 단독 매장을 선보이고 있다."	http://news.zum.com/articles/80644709	이마트	친환경,확대
