	문서번호	문장번호	수집일	채널	문장	URL	회사명	연관어
35897	DN000000010777181008_2	DN000000010777181008	20230216	언론	"사진. 롯데백화점.
[데일리임팩트 황재희 기자] 패션기업들이환경·사회·지배구조(ESG) 경영을 강화하고 있다."	http://news.nate.com/view/20230216n04420?mid=n0100	롯데쇼핑	경영,사회,지배구조,환경
35898	DN000000010777207223_2	DN000000010777207223	20230216	언론	"사진. 롯데백화점.



[데일리임팩트 황재희 기자] 패션기업들이 환경·사회·지배구조(ESG) 경영을 강화하고 있다."	http://www.dailyimpact.co.kr/news/articleView.html?idxno=92871	롯데쇼핑	경영,사회,지배구조,환경
35899	DN000000010777265968_2	DN000000010777265968	20230216	언론	"사진. 롯데백화점.     
[데일리임팩트 황재희 기자] 패션기업들이 환경·사회·지배구조(ESG) 경영을 강화하고 있다."	https://m.newspic.kr/view.html?nid=2023021607581843635&pn=543	롯데쇼핑	경영,사회,지배구조,환경
36237	DN000000010783019328_1	DN000000010783019328	20230217	언론	무안소방서, 주택용 소방시설 홍보 지원센터 운영\n[더코리아-전남 무안] 무안소방서(서장 김용호)는 지난 16일(목) 대형마트 등 지역 인프라를 활용한 생활 밀착형 화재예방 홍보와 주거환경 안전 분위기 공감대 조성을 위해 롯데아울렛·롯데마트 남악점 공용공간을 활용하여 ‘주택용 소방시설 지원센터’를 운영하였다.	http://www.thekorea.kr/bbs/board.php?bo_table=news&wr_id=154464	롯데쇼핑	환경안전,조성,지원
36238	DN000000010781384979_4	DN000000010781384979	20230217	언론	정상원 예방과장은 “소방ㆍ건축ㆍ전기ㆍ가스 등 화재 위험요인을 종합적으로 조사해 위험 요소를 발굴하고 화재 취약요인을 사전 제거함으로써 건축물의 안전 환경을 조성하는 데 최선을 다하겠다”고 전했다.	http://www.fpn119.co.kr/192887	롯데쇼핑	환경
36273	DN000000010781747100_1	DN000000010781747100	20230217	언론	"공단소방서, 겨울철 화재 예방 위한 대형 판매시설 예찰\n 

[FPN 정현희 기자] = 공단소방서(서장 박태선)는 17일 화재 예방과 안전 환경 조성을 위해 관내 연수구 소재 롯데마트에서 관서장 예찰을 통한 현장 안전컨설팅을 실시했다고 밝혔다."	http://www.fpn119.co.kr/192921	롯데쇼핑	조성,소재,컨설팅,판매,환경
36809	CF000000010784708522_71	CF000000010784708522	20230218	카페	그런 수요가 많고, 육아휴직 연장에 대한 요구도 크다는 건 아직 우리의 근로환경이 육아를 병행하기에 부족하다는 뜻일 터다.	https://cafe.naver.com/vbhj0608/13168	롯데쇼핑	근로환경,육아휴직
37124	DN000000010787863454_21	DN000000010787863454	20230219	언론	마스크를 쓰고 거리두기를 하던 기업 근무 환경도 변했다.	https://v.daum.net/v/20230219193613310	롯데쇼핑	환경
37472	DN000000010789119171_6	DN000000010789119171	20230220	언론	시범사업을 통해 경기환경에너지진흥원은 롯데마트의 ESG 캠페인 브랜드인 RE:EARTH와 함께, 자원의 활용과 순환이라는 문화를 경기도민에 적극적으로 알릴 계획이라고 전했다.	http://www.ggnnews.com/news/articleView.html?idxno=367235	롯데쇼핑	캠페인,에너지,자원,환경
37477	DN000000010789177133_6	DN000000010789177133	20230220	언론	시범사업을 통해 경기환경에너지진흥원은 롯데마트의 ESG 캠페인 브랜드인 RE:EARTH와 함께, 자원의 활용과 순환이라는 문화를 경기도민에 적극적으로 알릴 계획이다.	http://www.gheadline.co.kr/news/article.html?no=242524	롯데쇼핑	캠페인,에너지,자원,환경
37516	DN000000010789361629_6	DN000000010789361629	20230220	언론	한편, 시범사업을 통해 경기환경에너지진흥원은 롯데마트의 ESG 캠페인 브랜드인 RE:EARTH와 함께, 자원의 활용과 순환이라는 문화를 경기도민에 적극적으로 알릴 계획이다.	https://v.daum.net/v/20230220094917712	롯데쇼핑	캠페인,에너지,자원,환경
37558	DN000000010789828106_2	DN000000010789828106	20230220	언론	경기환경에너지진흥원은 롯데마트의 ESG 캠페인 브랜드인 RE:EARTH와 함께, 자원의 활용과 순환이라는 문화를 경기도민에 알릴 계획이다.	http://www.industrynews.co.kr/news/articleView.html?idxno=48899	롯데쇼핑	캠페인,에너지,자원,환경
37573	DN000000010789202990_1	DN000000010789202990	20230220	언론	"경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n▲ 롯데마트의 ESG 캠페인 안내문 
 
[로컬경기=이은희 기자] 경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다."	http://www.localgg.co.kr/224684	롯데쇼핑	캠페인,에너지,업사이클,협력,환경
37574	DN000000010789226288_1	DN000000010789226288	20230220	언론	"경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n▲ 롯데마트의 ESG 캠페인 안내문 
 
[케이에스피뉴스=김정훈 기자 kspa@kspnews.com] 경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다."	https://www.kspnews.com/1222205	롯데쇼핑	캠페인,에너지,업사이클,협력,환경
37575	DN000000010789239751_1	DN000000010789239751	20230220	언론	"경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n▲ 롯데마트의 ESG 캠페인 안내문 
 
[울진타임즈=전경중 기자] 경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다."	https://www.uljintimes.co.kr/104240	롯데쇼핑	캠페인,에너지,업사이클,협력,환경
37576	DN000000010789246552_1	DN000000010789246552	20230220	언론	"경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n롯데마트의 ESG 캠페인 안내문   
[내외일보] 박덕규 기자 = 경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다."	http://www.naewoeilbo.com/news/articleView.html?idxno=670620	롯데쇼핑	캠페인,에너지,업사이클,협력,환경
37577	DN000000010789249524_1	DN000000010789249524	20230220	언론	"경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n경기도민을 위한 경기환경에너지진흥원-롯데마트 ESG 협력 사업 실시  
▲ 롯데마트의 ESG 캠페인 안내문 
 
[경기연합뉴스=이돈구기자] 경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다."	http://kgyonhapnews.net/105608	롯데쇼핑	캠페인,에너지,업사이클,협력,환경
37578	DN000000010789249647_1	DN000000010789249647	20230220	언론	"경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n▲ 롯데마트의 ESG 캠페인 안내문 
 
[경기인터넷신문=이병석기자] 경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다."	http://www.gginews.co.kr/1087567	롯데쇼핑	캠페인,에너지,업사이클,협력,환경
37579	DN000000010789273995_1	DN000000010789273995	20230220	언론	"경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n경기도민을 위한 경기환경에너지진흥원-롯데마트 ESG 협력 사업 실시 
   롯데마트의 ESG 캠페인 안내문   
경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다."	http://www.ggpyeonghwa.com/news/articleView.html?idxno=188534	롯데쇼핑	캠페인,에너지,업사이클,협력,환경
37580	DN000000010789274317_1	DN000000010789274317	20230220	언론	"경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n경기도민을 위한 경기환경에너지진흥원-롯데마트 ESG 협력 사업 실시 
   롯데마트의 ESG 캠페인 안내문   
[경기포커스신문]  경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다."	http://www.ggfocus.co.kr/news/articleView.html?idxno=278128	롯데쇼핑	캠페인,에너지,업사이클,협력,환경
37581	DN000000010789292630_1	DN000000010789292630	20230220	언론	"경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n경기도민을 위한 경기환경에너지진흥원-롯데마트 ESG 협력 사업 실시  
▲ 롯데마트의 ESG 캠페인 안내문 
 
[미디어이슈=박종완 기자] 경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다."	http://mediaissue.net/2021209	롯데쇼핑	캠페인,에너지,업사이클,협력,환경
37582	DN000000010789313914_1	DN000000010789313914	20230220	언론	"경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n▲ 롯데마트의 ESG 캠페인 안내문 
 
[뉴스줌=정진태기자] 경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다."	http://www.newszoom.kr/665659	롯데쇼핑	캠페인,에너지,업사이클,협력,환경
37583	DN000000010789371120_1	DN000000010789371120	20230220	언론	"경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n▲ 롯데마트의 ESG 캠페인 안내문 
 
[더시그널뉴스=김정우 기자] 경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다."	http://www.signalnews.co.kr/885958	롯데쇼핑	캠페인,에너지,업사이클,협력,환경
37584	DN000000010789376343_1	DN000000010789376343	20230220	언론	"경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n경기도민을 위한 경기환경에너지진흥원-롯데마트 ESG 협력 사업 실시  
▲ 롯데마트의 ESG 캠페인 안내문 
 
[정필=이승현 기자 kspa@jeongpil.com] 경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다."	https://www.jeongpil.com/1093072	롯데쇼핑	캠페인,에너지,업사이클,협력,환경
37585	DN000000010789383848_1	DN000000010789383848	20230220	언론	"경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n 
▲ 롯데마트의 ESG 캠페인 안내문
[문화매일=최만식 기자] 경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다."	http://www.dailyculture.kr/972563	롯데쇼핑	캠페인,에너지,업사이클,협력,환경
37586	DN000000010789398188_1	DN000000010789398188	20230220	언론	"경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n▲ 롯데마트의 ESG 캠페인 안내문 
 
경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다."	http://www.gdtimes.kr/322254	롯데쇼핑	캠페인,에너지,업사이클,협력,환경
37587	DN000000010789416091_1	DN000000010789416091	20230220	언론	"경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n경기도민을 위한 경기환경에너지진흥원-롯데마트 ESG 협력 사업 실시	
▲ 롯데마트의 ESG 캠페인 안내문 
 
[전북뉴스=남순우 기자] 경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다."	http://www.xn--vg1bo3s05dgtg.kr/1262026	롯데쇼핑	캠페인,에너지,업사이클,협력,환경
37588	DN000000010789423681_1	DN000000010789423681	20230220	언론	"경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n경기도민을 위한 경기환경에너지진흥원-롯데마트 ESG 협력 사업 실시  
 
▲ 롯데마트의 ESG 캠페인 안내문
경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다."	http://www.esuwon.net/97070	롯데쇼핑	캠페인,에너지,업사이클,협력,환경
37589	DN000000010789431921_1	DN000000010789431921	20230220	언론	"경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n▲ 롯데마트의 ESG 캠페인 안내문 
 
[경인투데이뉴스=곽희숙] 경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다."	http://www.ktin.net/62910335	롯데쇼핑	캠페인,에너지,업사이클,협력,환경
37590	DN000000010789433399_1	DN000000010789433399	20230220	언론	"경기환경에너지진흥원, 롯데마트와 협력 사업 시범운영…‘ESG 실천’ 맞손\n경기도민을 위한 경기환경에너지진흥원-롯데마트 ESG 협력 사업 실시 
 
▲ 롯데마트의 ESG 캠페인 안내문
[경인저널=임지운기자] 경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다."	http://www.gjournal.net/289160	롯데쇼핑	캠페인,에너지,업사이클,협력,환경
37591	DN000000010789452046_1	DN000000010789452046	20230220	언론	"경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n▲ 롯데마트의 ESG 캠페인 안내문 
 
[경기IN=오효석 기자] 경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다."	http://www.gipress.com/253645	롯데쇼핑	캠페인,에너지,업사이클,협력,환경
37593	DN000000010789648424_1	DN000000010789648424	20230220	언론	"경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n▲ 롯데마트의 ESG 캠페인 안내문 
 
[메타TV뉴스=김주린기자] 경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다."	http://www.ginnews.kr/139106	롯데쇼핑	캠페인,에너지,업사이클,협력,환경
37594	DN000000010789659608_1	DN000000010789659608	20230220	언론	"경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n경기도민을 위한 경기환경에너지진흥원-롯데마트 ESG 협력 사업 실시  
▲ 롯데마트의 ESG 캠페인 안내문 
 
[메타TV뉴스=김주린기자] 경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다."	http://www.metatvnews.co.kr/139106	롯데쇼핑	캠페인,에너지,업사이클,협력,환경
37595	DN000000010790038048_1	DN000000010790038048	20230220	언론	"경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n경기도민을 위한 경기환경에너지진흥원-롯데마트 ESG 협력 사업 실시  
   롯데마트의 ESG 캠페인 안내문   
[투데이경제 진대운 기자] 경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다."	http://www.tookyung.com/news/articleView.html?idxno=345766	롯데쇼핑	캠페인,에너지,업사이클,협력,환경
37596	DN000000010790808516_1	DN000000010790808516	20230220	언론	"경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n롯데마트의 ESG 캠페인 안내문   
[뉴스파노라마] 경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다."	http://www.newspanorama.kr/news/articleView.html?idxno=704585	롯데쇼핑	캠페인,에너지,업사이클,협력,환경
37597	DN000000010789412381_1	DN000000010789412381	20230220	언론	"경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n경기도민을 위한 경기환경에너지진흥원-롯데마트 ESG 협력 사업 실시 
  
 롯데마트의 ESG 캠페인 안내문   
[한국사회복지저널 한국사회복지저널] 경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다."	http://www.ksw-news.com/news/articleView.html?idxno=647829	롯데쇼핑	캠페인,에너지,업사이클,사회,복지,협력,환경
37745	DN000000010791728695_21	DN000000010791728695	20230220	언론	오일 처리된 누벅 가죽이 우수한 통기성을 보장하며, 에코가 차제 생산한 방수 기능이 습한 환경에도 발을 쾌적하게 해준다.	http://www.mkhealth.co.kr/news/articleView.html?idxno=62570	롯데쇼핑	에코,환경
37747	DN000000010789779601_3	DN000000010789779601	20230220	언론	"경기환경에너지진흥원-롯데마트, ‘ESG 실천’ 맞손(자료=경기도 제공)



호텔 폐침구 원단을 활용하여 2023년 달력을 만드는 자수 특강부터 자투리 가죽, 커피 찌꺼기를 활용한 그립톡 및 키링 만들기까지 다양한 업사이클 체험 프로그램을 저렴한 가격(특강 10,000원, 체험 2,000원)으로 경험해 볼 수 있다."	http://www.econonews.co.kr/news/articleView.html?idxno=277379	롯데쇼핑	에너지,업사이클,환경
37748	DN000000010789119171_1	DN000000010789119171	20230220	언론	경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n▲ 경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손  [경기&뉴스] 경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다.	http://www.ggnnews.com/news/articleView.html?idxno=367235	롯데쇼핑	에너지,업사이클,협력,환경
37749	DN000000010789133290_1	DN000000010789133290	20230220	언론	"경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n경기도 업사이클플라자 입주기업 콘텐츠 활용한 업사이클 교육과 체험 진행  
  ▲ 경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손  [IPC종합뉴스(국제전문기자클럽)] 경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다."	http://www.topipc.com/news/articleView.html?idxno=608345	롯데쇼핑	에너지,업사이클,협력,환경
37750	DN000000010789147189_1	DN000000010789147189	20230220	언론	"경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n경기도 업사이클플라자 입주기업 콘텐츠 활용한 업사이클 교육과 체험 진행
	
  
  ▲ 경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손  [경기남부저널] 경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다."	https://www.gnjn.co.kr/news/articleView.html?idxno=37551	롯데쇼핑	에너지,업사이클,협력,환경
37751	DN000000010789155015_1	DN000000010789155015	20230220	언론	경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n▲ 경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손  [용인뉴스] 경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다.	http://yonginnews.net/news/articleView.html?idxno=81454	롯데쇼핑	에너지,업사이클,협력,환경
37752	DN000000010789162711_1	DN000000010789162711	20230220	언론	"경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n▲ 경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손  
 [중부뉴스통신] 경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다."	http://www.jungbunews.com/news/articleView.html?idxno=1207473	롯데쇼핑	에너지,업사이클,협력,환경
37753	DN000000010789177133_1	DN000000010789177133	20230220	언론	"경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n경기도민을 위한 경기환경에너지진흥원-롯데마트 ESG 협력 사업 실시 
 
[경기헤드라인=문수철 기자] 경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다."	http://www.gheadline.co.kr/news/article.html?no=242524	롯데쇼핑	에너지,업사이클,협력,환경
37754	DN000000010789179208_1	DN000000010789179208	20230220	언론	"경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n경기도민을 위한 경기환경에너지진흥원-롯데마트 ESG 협력 사업 실시 
 
(중앙뉴스타임스 = 방재영 기자) 경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다."	http://jnewstimes.com/news/article.html?no=278517	롯데쇼핑	에너지,업사이클,협력,환경
37755	DN000000010789185328_1	DN000000010789185328	20230220	언론	경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n(시사미래신문) 경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다.	http://www.sisamirae.com/news/article.html?no=83207	롯데쇼핑	에너지,업사이클,협력,환경
37756	DN000000010789185553_1	DN000000010789185553	20230220	언론	"경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n경기도 업사이클플라자 입주기업 콘텐츠 활용한 업사이클 교육과 체험 진행 
  ▲ 경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손  [뉴스피크] 경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다."	http://www.newspeak.kr/news/articleView.html?idxno=481438	롯데쇼핑	에너지,업사이클,협력,환경
37757	DN000000010789190331_1	DN000000010789190331	20230220	언론	"경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n경기도민을 위한 경기환경에너지진흥원-롯데마트 ESG 협력 사업 실시 
 
[ 포에버뉴스  김경순 기자 ] 경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다."	http://www.forevernews.co.kr/news/article.html?no=186669	롯데쇼핑	에너지,업사이클,협력,환경
37758	DN000000010789190432_1	DN000000010789190432	20230220	언론	"경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n경기도민을 위한 경기환경에너지진흥원-롯데마트 ESG 협력 사업 실시 
 
[리버럴미디어=공소리 기자] 경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다."	https://www.liberalmedia.co.kr/news/article.html?no=130099	롯데쇼핑	에너지,업사이클,협력,환경
37759	DN000000010789191254_1	DN000000010789191254	20230220	언론	"경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n경기도민을 위한 경기환경에너지진흥원-롯데마트 ESG 협력 사업 실시 
 
(누리일보) 경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다."	https://nuriilbo.com/news/article.html?no=287176	롯데쇼핑	에너지,업사이클,협력,환경
37760	DN000000010789196176_1	DN000000010789196176	20230220	언론	경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n▲ 경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손  [경기종합신문] 경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다.	http://www.gyunggijh.co.kr/news/articleView.html?idxno=464861	롯데쇼핑	에너지,업사이클,협력,환경
37761	DN000000010789196370_1	DN000000010789196370	20230220	언론	"경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n경기도민을 위한 경기환경에너지진흥원-롯데마트 ESG 협력 사업 실시 
 
(뉴스핏 = 박선화 기자) 경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다."	http://www.newsfit.co.kr/news/article.html?no=215063	롯데쇼핑	에너지,업사이클,협력,환경
37762	DN000000010789201362_1	DN000000010789201362	20230220	언론	"경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n○ 경기도민을 위한 경기환경에너지진흥원-롯데마트 ESG 협력 사업 실시

 - 경기도 업사이클플라자 입주기업 콘텐츠 활용한 업사이클 교육과 체험 진 [경기도 세계타임즈=이영진 기자] 경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다."	http://www.thesegye.com/news/view/1065568879978350	롯데쇼핑	에너지,업사이클,협력,환경
37763	DN000000010789201991_1	DN000000010789201991	20230220	언론	"경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n경기도 업사이클플라자 입주기업 콘텐츠 활용한 업사이클 교육과 체험 진행 
  ▲ 경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손  [서프라이즈뉴스] 경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다."	http://www.surprisenews.kr/news/articleView.html?idxno=335462	롯데쇼핑	에너지,업사이클,협력,환경
37764	DN000000010789206166_1	DN000000010789206166	20230220	언론	경기환경에너지진흥원-롯데마트, 협력 사업 시범운영 ‘ESG 실천’ 맞손\n(정도일보) 경기환경에너지진흥원은 업사이클에 대한 도민들의 공감대 형성과 경기도 업사이클 입주기업의 판로개척을 위해 롯데마트와 ESG 협력 사업을 시범 운영한다.	https://www.jungdoilbo.com/news/article.html?no=325990	롯데쇼핑	에너지,업사이클,협력,환경
